,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,agegroup,hoursgroup,nativecountry,income
237,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
238,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40 - 49,40 - 49,United-States,>50K
239,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,30 - 39,40 - 49,United-States,>50K
240,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,30 - 39,40 - 49,South,>50K
241,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40 - 49,40 - 49,United-States,>50K
242,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
243,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60 - 69,40 - 49,United-States,>50K
244,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,30 - 39,60 - 69,United-States,>50K
245,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,40 - 49,40 - 49,United-States,<=50K
246,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,20 - 29,50 - 59,United-States,>50K
247,Self-emp-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,60 - 69,60 - 69,United-States,>50K
249,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
250,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,40 - 49,30 - 39,United-States,>50K
251,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,60 - 69,30 - 39,United-States,>50K
252,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40 - 49,40 - 49,China,>50K
253,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
254,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
255,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
256,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
257,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
258,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,20 - 29,40 - 49,United-States,>50K
259,Federal-gov,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,20 - 29,30 - 39,United-States,<=50K
260,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
261,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
262,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
263,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
264,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
265,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50 - 59,60 - 69,United-States,>50K
266,Local-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,40 - 49,50 - 59,United-States,>50K
267,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,20 - 29,30 - 39,United-States,>50K
268,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40 - 49,40 - 49,United-States,>50K
269,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50 - 59,30 - 39,United-States,>50K
270,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
271,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
272,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
273,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
274,State-gov,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,50 - 59,United-States,>50K
275,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
276,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
277,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
278,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
279,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
280,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,40 - 49,30 - 39,United-States,>50K
281,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50 - 59,60 - 69,United-States,>50K
282,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
283,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
284,Local-gov,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
285,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,30 - 39,40 - 49,Taiwan,>50K
286,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,60 - 69,United-States,>50K
287,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,60 - 69,United-States,>50K
288,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60 - 69,40 - 49,United-States,>50K
289,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
290,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,50 - 59,United-States,<=50K
291,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
292,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
294,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
295,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
296,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
297,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
298,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,30 - 39,United-States,>50K
299,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
300,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
301,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
302,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,50 - 59,United-States,>50K
303,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
304,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
305,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
306,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
307,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
308,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,20 - 29,50 - 59,United-States,>50K
309,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
310,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
311,Federal-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
312,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40 - 49,50 - 59,India,>50K
313,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
314,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
317,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,60 - 69,United-States,>50K
318,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
319,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,10 - 19,United-States,>50K
320,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
321,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
322,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50 - 59,60 - 69,United-States,>50K
323,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
324,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,60 - 69,40 - 49,United-States,>50K
325,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,50 - 59,United-States,>50K
326,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60 - 69,40 - 49,United-States,>50K
327,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
328,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,60 - 69,Cuba,>50K
329,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
330,Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,30 - 39,40 - 49,United-States,>50K
331,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
332,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,90 - 99,United-States,>50K
333,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
334,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
335,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
336,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
337,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
338,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
339,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,50 - 59,50 - 59,Canada,>50K
340,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,40 - 49,50 - 59,United-States,>50K
342,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
343,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
345,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
346,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
347,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
348,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
349,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,30 - 39,United-States,>50K
350,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
351,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,50 - 59,40 - 49,Philippines,>50K
352,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,60 - 69,United-States,>50K
353,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
354,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
355,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,60 - 69,United-States,>50K
356,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
357,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
358,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
359,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
360,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
361,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
362,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
363,Federal-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,30 - 39,60 - 69,United-States,>50K
364,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40 - 49,70 - 79,United-States,>50K
365,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
366,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
367,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
368,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,30 - 39,40 - 49,United-States,>50K
369,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
370,Local-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
371,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,20 - 29,50 - 59,United-States,>50K
372,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,30 - 39,40 - 49,United-States,>50K
373,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,30 - 39,United-States,>50K
374,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
375,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
376,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,60 - 69,United-States,>50K
377,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,30 - 39,40 - 49,United-States,>50K
378,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
379,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
381,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
382,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20 - 29,40 - 49,United-States,>50K
383,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,Ireland,>50K
384,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,70 - 79,United-States,>50K
385,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
386,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,30 - 39,20 - 29,United-States,>50K
387,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
388,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,50 - 59,United-States,>50K
389,State-gov,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
390,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
391,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Male,50 - 59,40 - 49,Trinadad&Tobago,>50K
392,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,20 - 29,40 - 49,United-States,>50K
393,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50 - 59,60 - 69,United-States,>50K
394,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
395,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50 - 59,70 - 79,Germany,>50K
396,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
397,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20 - 29,60 - 69,United-States,>50K
398,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,30 - 39,40 - 49,United-States,>50K
399,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
400,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
401,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50 - 59,50 - 59,United-States,>50K
402,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
403,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,20 - 29,40 - 49,United-States,>50K
404,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
405,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60 - 69,40 - 49,United-States,>50K
406,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
407,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
408,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
409,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,50 - 59,40 - 49,United-States,>50K
410,Self-emp-not-inc,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
411,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50 - 59,50 - 59,United-States,>50K
412,Self-emp-not-inc,10th,6,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
413,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,20 - 29,40 - 49,United-States,>50K
414,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
